id;nom;metier;ville;sud_est;taille;groupe;derniere_commande;jours_depuis_derniere_commande;panier_moyen_eur;commandes_12_mois;clients_finaux;a_achete_tshirts_ete_2025;clientele_exposee;opposition_prospection;dans_la_cible
R2029;Atelier Calanque Nîmes;agence;Nîmes;oui;petit;actif;2026-05-25;7;211;34;"associations ; entreprises";oui;non;non;non
R2030;Atelier Vermeil Arras;agence;Arras;non;petit;dormant;2025-08-02;303;283;6;"brasseries et bars ; associations";oui;oui;non;non
R2031;Sérigraphie Nacre Pau;sérigraphe;Pau;non;petit;actif;2026-05-23;9;360;33;"collectivités ; associations";oui;non;non;non
R2032;Atelier Zinc Perpignan;agence;Perpignan;non;petit;dormant;2025-12-03;180;180;23;"collectivités ; festivals";oui;oui;non;non
R2033;Collectif Bleu Marine Angers;agence;Angers;non;petit;actif;2026-05-05;27;228;42;"festivals ; associations";oui;oui;non;non
R2034;Studio Cyan Poitiers;agence;Poitiers;non;petit;dormant;2026-01-13;139;231;27;"festivals ; associations";oui;oui;non;non
R2035;Atelier Rhône Rouen;sérigraphe;Rouen;non;moyen;dormant;2025-08-19;286;670;16;"clubs sportifs ; collectivités";oui;oui;non;non
R2036;Sérigraphie Trait d'Union Angers;sérigraphe;Angers;non;grand;actif;2026-05-31;1;1483;230;"brasseries et bars ; festivals";oui;oui;non;oui
R2037;Studio des Volcans Turin;sérigraphe;Turin;oui;grand;actif;2026-05-30;2;1254;206;"entreprises ; clubs sportifs";oui;oui;non;oui
R2038;Séri'Bleu Marine Strasbourg;sérigraphe;Strasbourg;non;moyen;dormant;2025-09-28;246;762;44;"festivals ; brasseries et bars";oui;oui;non;non
R2039;Séri'Ypréau Nîmes;sérigraphe;Nîmes;oui;petit;dormant;2026-03-09;84;284;29;"entreprises ; festivals";oui;oui;non;non
R2040;Les Fils d'Zinc;brodeur;Bayonne;non;moyen;actif;2026-05-25;7;509;113;"entreprises ; clubs sportifs";oui;oui;non;non
R2041;Broderie Basalte Reims;brodeur;Reims;non;petit;dormant;2025-11-30;183;247;21;"clubs sportifs ; entreprises";oui;oui;non;non
R2042;Studio Calanque Lyon;agence;Lyon;oui;petit;actif;2026-05-23;9;202;46;"brasseries et bars ; entreprises";oui;oui;non;non
R2043;Point Cyan Béziers;brodeur;Béziers;non;petit;actif;2026-05-31;1;387;46;"clubs sportifs ; festivals";oui;oui;non;non
R2044;Imprim'Ocre Liège;sérigraphe;Liège;non;moyen;dormant;2026-03-22;71;705;76;"entreprises ; festivals";oui;oui;non;non
R2045;Textiprint Zénith;imprimeur;Genève;oui;petit;actif;2026-05-16;16;200;36;"festivals ; collectivités";oui;oui;non;non
R2046;Impression Deux Rives Chambéry;imprimeur;Chambéry;oui;moyen;dormant;2025-09-14;260;644;27;"associations ; clubs sportifs";oui;oui;non;non
R2047;Séri'Rhône Luxembourg;sérigraphe;Luxembourg;non;petit;actif;2026-05-17;15;248;50;"brasseries et bars ; entreprises";oui;oui;oui;non
R2048;Séri'Ardoise Nîmes;sérigraphe;Nîmes;oui;petit;actif;2026-05-25;7;372;39;"associations ; entreprises";oui;non;non;non
R2049;Collectif Nord Annecy;agence;Annecy;oui;petit;dormant;2025-12-12;171;161;26;"clubs sportifs ; associations";oui;oui;non;non
R2050;Les Fils d'Indigo Clermont-Ferrand;brodeur;Clermont-Ferrand;non;petit;actif;2026-05-30;2;314;60;"entreprises ; brasseries et bars";oui;oui;non;non
R2051;Studio Sarment Montpellier;agence;Montpellier;oui;grand;actif;2026-05-31;1;2026;185;"clubs sportifs ; festivals";oui;oui;non;oui
R2052;Maison Jonquille Dijon;brodeur;Dijon;non;moyen;dormant;2025-09-09;265;718;25;"entreprises ; clubs sportifs";oui;oui;non;non
R2053;Point Zinc Annecy;brodeur;Annecy;oui;moyen;dormant;2025-09-01;273;915;30;"clubs sportifs ; festivals";oui;oui;non;non
R2054;Broderie Lumière Pau;brodeur;Pau;non;moyen;actif;2026-05-17;15;899;64;"associations ; clubs sportifs";oui;oui;non;non
R2055;Atelier Jonquille La Rochelle;sérigraphe;La Rochelle;non;grand;actif;2026-05-31;1;1065;163;"associations ; entreprises";oui;non;non;non
R2056;Imprimerie Nord;imprimeur;Barcelone;non;moyen;dormant;2026-02-23;98;625;93;"entreprises ; clubs sportifs";oui;oui;non;non
R2057;Marquage Perspective Poitiers;sérigraphe;Poitiers;non;petit;actif;2026-05-26;6;334;44;"clubs sportifs ; collectivités";oui;oui;non;non
R2058;Atelier Zénith Reims;sérigraphe;Reims;non;moyen;dormant;2026-01-25;127;716;61;"associations ; brasseries et bars";oui;oui;non;non
R2059;Broderie Cardinal Nancy;brodeur;Nancy;non;petit;actif;2026-05-11;21;320;60;"festivals ; clubs sportifs";oui;oui;non;non
R2060;Studio Ypréau Perpignan;sérigraphe;Perpignan;non;petit;actif;2026-05-24;8;178;30;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R2061;Sérigraphie Trait d'Union Quimper;sérigraphe;Quimper;non;petit;dormant;2025-12-16;167;162;20;"associations ; entreprises";oui;non;non;non
R2062;Imprim'Mistral Perpignan;sérigraphe;Perpignan;non;moyen;actif;2026-05-13;19;407;60;"collectivités ; associations";oui;non;non;non
R2063;Broderie Hélice Toulouse;brodeur;Toulouse;non;moyen;actif;2026-05-22;10;477;80;"entreprises ; clubs sportifs";oui;oui;non;non
R2064;Atelier Faubourg Nancy;agence;Nancy;non;petit;actif;2026-05-18;14;334;51;"associations ; entreprises";oui;non;non;non
R2065;Imprim'Lumière Béziers;sérigraphe;Béziers;non;moyen;actif;2026-05-23;9;746;97;"associations ; clubs sportifs";oui;oui;non;non
R2066;Marquage Cap Ouest Nancy;sérigraphe;Nancy;non;grand;actif;2026-05-30;2;2169;214;"associations ; festivals";oui;oui;non;oui
R2067;Point Atlantique Bilbao;brodeur;Bilbao;non;petit;dormant;2026-02-26;95;343;33;"associations ; entreprises";oui;non;non;non
R2068;Atelier Jonquille Tours;sérigraphe;Tours;non;petit;actif;2026-05-28;4;344;59;"festivals ; associations";oui;oui;non;non
R2069;Sérigraphie Lumière Turin;sérigraphe;Turin;oui;petit;dormant;2025-11-07;206;314;18;"associations ; brasseries et bars";oui;oui;non;non
R2070;Agence Horizon Reims;agence;Reims;non;petit;actif;2026-05-16;16;243;36;"collectivités ; festivals";oui;oui;non;non
R2071;Séri'Vertigo Béziers;sérigraphe;Béziers;non;petit;actif;2026-05-26;6;203;56;"associations ; festivals";oui;oui;non;non
R2072;Studio Quai Strasbourg;agence;Strasbourg;non;moyen;actif;2026-05-30;2;670;108;"entreprises ; associations";oui;non;non;non
R2073;Les Fils d'Granit;brodeur;Dijon;non;moyen;dormant;2025-10-11;233;509;27;"brasseries et bars ; festivals";oui;oui;non;non
R2074;Imprim'Cardinal Quimper;sérigraphe;Quimper;non;moyen;actif;2026-05-30;2;804;88;"festivals ; clubs sportifs";oui;oui;non;non
R2075;Imprimerie Origami Nancy;imprimeur;Nancy;non;petit;actif;2026-05-31;1;339;52;"clubs sportifs ; collectivités";oui;oui;non;non
R2076;Séri'Sarment Niort;sérigraphe;Niort;non;petit;dormant;2025-08-27;278;420;9;"entreprises ; associations";oui;non;non;non
R2077;Impression Nord;imprimeur;Angers;non;petit;dormant;2026-02-07;114;380;39;"festivals ; collectivités";oui;oui;non;non
R2078;Marquage Alizé Montpellier;sérigraphe;Montpellier;oui;petit;actif;2026-05-31;1;285;51;"festivals ; entreprises";oui;oui;non;non
R2079;Studio Origami Nancy;agence;Nancy;non;grand;actif;2026-05-28;4;1711;209;"collectivités ; entreprises";oui;non;non;non
R2080;Sérigraphie Horizon Metz;sérigraphe;Metz;non;moyen;actif;2026-05-30;2;841;116;"associations ; clubs sportifs";oui;oui;non;non
R2081;Studio Atlantique Bordeaux;sérigraphe;Bordeaux;non;petit;actif;2026-05-26;6;235;38;"associations ; brasseries et bars";oui;oui;non;non
R2082;Studio Alizé Luxembourg;sérigraphe;Luxembourg;non;moyen;actif;2026-05-29;3;867;94;"associations ; collectivités";oui;non;non;non
R2083;Séri'Hélice Nancy;sérigraphe;Nancy;non;petit;actif;2026-05-18;14;266;37;"collectivités ; clubs sportifs";non;oui;non;non
R2084;Séri'Vertigo Tours;sérigraphe;Tours;non;moyen;dormant;2025-07-13;323;716;12;"associations ; collectivités";oui;non;non;non
R2085;Brod'des Volcans;brodeur;Bruxelles;non;moyen;dormant;2026-03-21;72;938;86;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R2086;Atelier Sud Metz;sérigraphe;Metz;non;moyen;actif;2026-05-30;2;803;111;"collectivités ; festivals";oui;oui;non;non
R2087;Séri'Kaolin Genève;sérigraphe;Genève;oui;grand;dormant;2026-03-02;91;1582;118;"festivals ; entreprises";oui;oui;non;oui
R2088;Atelier Jonquille Caen;agence;Caen;non;petit;dormant;2025-09-08;266;207;17;"brasseries et bars ; entreprises";oui;oui;non;non
R2089;Agence Hélice;agence;Nancy;non;petit;dormant;2025-08-01;304;225;13;"festivals ; entreprises";oui;oui;non;non
R2090;Les Fils d'Nacre Strasbourg;brodeur;Strasbourg;non;grand;actif;2026-05-30;2;1368;122;"clubs sportifs ; entreprises";oui;oui;non;oui
R2091;Atelier Granit Niort;agence;Niort;non;petit;dormant;2025-08-02;303;384;12;"festivals ; entreprises";oui;oui;non;non
R2092;Atelier Pastel Besançon;sérigraphe;Besançon;non;moyen;dormant;2025-09-24;250;710;34;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R2093;Séri'Éclat Toulouse;sérigraphe;Toulouse;non;moyen;actif;2026-05-31;1;635;101;"festivals ; collectivités";oui;oui;non;non
R2094;Brod'Zénith;brodeur;Caen;non;petit;actif;2026-05-31;1;287;59;"associations ; clubs sportifs";oui;oui;non;non
R2095;Brod'Ocre Milan;brodeur;Milan;non;moyen;actif;2026-05-31;1;628;92;"clubs sportifs ; associations";oui;oui;non;non
R2096;Collectif Bleu Marine Arras;agence;Arras;non;moyen;actif;2026-05-20;12;815;97;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R2097;Imprim'Origami Metz;sérigraphe;Metz;non;moyen;actif;2026-05-31;1;867;94;"festivals ; brasseries et bars";oui;oui;non;non
R2098;Séri'Vauban Bilbao;sérigraphe;Bilbao;non;moyen;actif;2026-05-17;15;549;75;"collectivités ; clubs sportifs";oui;oui;oui;non
R2099;Marquage Sarment Brest;sérigraphe;Brest;non;moyen;dormant;2025-08-13;292;444;22;"associations ; brasseries et bars";oui;oui;non;non
R2100;Point Mistral Clermont-Ferrand;brodeur;Clermont-Ferrand;non;petit;dormant;2025-10-18;226;236;17;"collectivités ; festivals";oui;oui;non;non
R2101;Broderie Sud Rennes;brodeur;Rennes;non;petit;dormant;2026-02-20;101;408;33;"associations ; collectivités";oui;non;non;non
R2102;Marquage Grand Angle Montpellier;sérigraphe;Montpellier;oui;petit;dormant;2025-11-08;205;210;11;"festivals ; brasseries et bars";oui;oui;non;non
R2103;Studio Ubac Valence;agence;Valence;oui;petit;dormant;2025-10-11;233;179;20;"collectivités ; brasseries et bars";oui;oui;non;non
R2104;Séri'Basalte Nancy;sérigraphe;Nancy;non;petit;dormant;2025-12-23;160;301;29;"associations ; festivals";oui;oui;non;non
R2105;Atelier Boréal Reims;sérigraphe;Reims;non;petit;dormant;2025-10-31;213;200;22;"entreprises ; brasseries et bars";oui;oui;non;non
R2106;Agence Horizon Nîmes;agence;Nîmes;oui;grand;actif;2026-05-24;8;1353;179;"clubs sportifs ; collectivités";oui;oui;non;oui
R2107;Atelier Alizé Barcelone;sérigraphe;Barcelone;non;petit;dormant;2026-01-13;139;255;37;"associations ; collectivités";oui;non;oui;non
R2108;Agence Kaolin Bilbao;agence;Bilbao;non;moyen;actif;2026-05-31;1;682;68;"brasseries et bars ; entreprises";oui;oui;non;non
R2109;Atelier Amarante Grenoble;agence;Grenoble;oui;moyen;actif;2026-05-23;9;881;95;"clubs sportifs ; entreprises";oui;oui;non;non
R2110;Brod'Sud Tours;brodeur;Tours;non;petit;dormant;2025-11-17;196;255;23;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R2111;Séri'Vermeil Albi;sérigraphe;Albi;non;petit;dormant;2025-07-20;316;317;7;"festivals ; collectivités";oui;oui;non;non
R2112;Studio Grand Angle Bayonne;agence;Bayonne;non;moyen;dormant;2026-02-15;106;735;39;"brasseries et bars ; festivals";oui;oui;non;non
R2113;Les Fils d'Ubac;brodeur;Genève;oui;petit;dormant;2025-12-01;182;358;19;"entreprises ; clubs sportifs";non;oui;non;non
R2114;Point Basalte Liège;brodeur;Liège;non;moyen;actif;2026-05-29;3;510;74;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R2115;Imprim'Ubac Reims;sérigraphe;Reims;non;petit;actif;2026-05-26;6;304;42;"collectivités ; brasseries et bars";oui;oui;non;non
R2116;Imprimerie Trait d'Union;imprimeur;Clermont-Ferrand;non;petit;dormant;2025-12-14;169;267;23;"brasseries et bars ; associations";oui;oui;non;non
R2117;Atelier Grand Angle Poitiers;brodeur;Poitiers;non;moyen;actif;2026-05-31;1;631;82;"collectivités ; entreprises";oui;non;non;non
R2118;Textiprint Cap Ouest Annecy;imprimeur;Annecy;oui;moyen;dormant;2025-08-29;276;848;28;"brasseries et bars ; festivals";oui;oui;non;non
R2119;Collectif Boréal Orléans;agence;Orléans;non;moyen;actif;2026-05-31;1;437;83;"brasseries et bars ; entreprises";oui;oui;non;non
R2120;Broderie Boréal;brodeur;Vannes;non;petit;actif;2026-05-22;10;287;55;"collectivités ; entreprises";oui;non;non;non
R2121;Marquage Estuaire Amiens;sérigraphe;Amiens;non;moyen;actif;2026-05-22;10;460;76;"brasseries et bars ; entreprises";oui;oui;non;non
R2122;Sérigraphie Boréal Caen;sérigraphe;Caen;non;grand;actif;2026-05-30;2;2156;167;"clubs sportifs ; associations";oui;oui;non;oui
R2123;Impression Éclat;imprimeur;Lausanne;oui;grand;dormant;2025-09-08;266;1527;46;"brasseries et bars ; collectivités";oui;oui;non;non
R2124;Atelier des Volcans Béziers;agence;Béziers;non;petit;dormant;2025-08-25;280;175;17;"collectivités ; brasseries et bars";oui;oui;non;non
R2125;Les Fils d'Quai;brodeur;La Rochelle;non;petit;dormant;2025-11-17;196;376;31;"clubs sportifs ; associations";oui;oui;non;non
R2126;Imprim'Zénith Vannes;sérigraphe;Vannes;non;petit;dormant;2026-03-20;73;180;31;"festivals ; entreprises";oui;oui;non;non
R2127;Maison Cardinal Tours;brodeur;Tours;non;grand;actif;2026-05-29;3;1320;121;"associations ; clubs sportifs";oui;oui;non;oui
R2128;Atelier Granit Valence;sérigraphe;Valence;oui;petit;dormant;2025-11-09;204;187;21;"associations ; entreprises";oui;non;non;non
R2129;Les Fils d'Ocre Liège;brodeur;Liège;non;petit;dormant;2025-08-30;275;354;9;"clubs sportifs ; collectivités";oui;oui;non;non
R2130;Imprimerie Calanque Orléans;imprimeur;Orléans;non;petit;dormant;2025-10-10;234;156;22;"associations ; entreprises";oui;non;non;non
R2131;Textiprint Pixel Saint-Étienne;imprimeur;Saint-Étienne;oui;grand;actif;2026-05-31;1;994;219;"entreprises ; associations";oui;non;non;non
R2132;Studio Ardoise Pau;sérigraphe;Pau;non;grand;dormant;2025-07-10;326;2065;27;"collectivités ; clubs sportifs";oui;oui;oui;non
R2133;Broderie Sud Montpellier;brodeur;Montpellier;oui;petit;dormant;2025-12-15;168;407;29;"entreprises ; associations";oui;non;non;non
R2134;Marquage Mistral Bayonne;sérigraphe;Bayonne;non;petit;dormant;2025-07-17;319;192;6;"collectivités ; clubs sportifs";oui;oui;non;non
R2135;Brod'Vertigo Troyes;brodeur;Troyes;non;moyen;actif;2026-05-28;4;775;95;"clubs sportifs ; associations";oui;oui;non;non
R2136;Studio Zinc Marseille;sérigraphe;Marseille;oui;petit;dormant;2025-11-02;211;208;21;"collectivités ; clubs sportifs";oui;oui;non;non
R2137;Impression Loire;imprimeur;Béziers;non;petit;dormant;2026-03-04;89;184;42;"brasseries et bars ; entreprises";oui;oui;non;non
R2138;Broderie Calanque Limoges;brodeur;Limoges;non;moyen;actif;2026-05-25;7;593;72;"collectivités ; festivals";oui;oui;non;non
R2139;Impression Estuaire Barcelone;imprimeur;Barcelone;non;moyen;dormant;2026-02-21;100;518;64;"collectivités ; entreprises";oui;non;non;non
R2140;Atelier Ubac Rouen;brodeur;Rouen;non;petit;actif;2026-05-30;2;417;40;"clubs sportifs ; entreprises";oui;oui;non;non
R2141;Studio Nord La Rochelle;agence;La Rochelle;non;grand;dormant;2026-01-24;128;966;116;"associations ; festivals";oui;oui;non;oui
R2142;Maison Grand Angle Turin;brodeur;Turin;oui;petit;dormant;2025-10-08;236;398;14;"associations ; collectivités";oui;non;non;non
R2143;Collectif Ubac Angers;agence;Angers;non;petit;actif;2026-05-28;4;290;53;"entreprises ; brasseries et bars";oui;oui;non;non
R2144;Séri'Indigo Troyes;sérigraphe;Troyes;non;moyen;actif;2026-05-31;1;447;109;"clubs sportifs ; festivals";oui;oui;non;non
R2145;Broderie Atlantique Pau;brodeur;Pau;non;petit;dormant;2026-03-11;82;208;30;"associations ; collectivités";oui;non;non;non
R2146;Collectif Solstice Poitiers;agence;Poitiers;non;grand;actif;2026-05-27;5;1205;244;"brasseries et bars ; festivals";oui;oui;non;oui
R2147;Agence Bleu Marine Bordeaux;agence;Bordeaux;non;petit;actif;2026-05-31;1;367;59;"associations ; entreprises";oui;non;non;non
R2148;Textiprint Ricochet;imprimeur;Bruxelles;non;petit;actif;2026-05-29;3;394;34;"brasseries et bars ; festivals";oui;oui;non;non
R2149;Studio du Lac Valence;sérigraphe;Valence;oui;moyen;actif;2026-05-27;5;936;60;"brasseries et bars ; collectivités";oui;oui;non;non
R2150;Collectif Éclat Béziers;agence;Béziers;non;petit;actif;2026-05-26;6;413;41;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R2151;Sérigraphie Sud Vannes;sérigraphe;Vannes;non;moyen;actif;2026-05-29;3;638;88;"associations ; collectivités";oui;non;non;non
R2152;Atelier Grand Angle Amiens;agence;Amiens;non;moyen;actif;2026-05-29;3;818;72;"brasseries et bars ; entreprises";oui;oui;non;non
R2153;Studio Jonquille Perpignan;sérigraphe;Perpignan;non;petit;actif;2026-05-22;10;203;60;"brasseries et bars ; collectivités";oui;oui;non;non
R2154;Atelier Deux Rives Saint-Étienne;sérigraphe;Saint-Étienne;oui;moyen;dormant;2025-12-09;174;772;34;"collectivités ; clubs sportifs";oui;oui;non;non
R2155;Broderie Vermeil Poitiers;brodeur;Poitiers;non;petit;dormant;2025-12-21;162;369;31;"clubs sportifs ; associations";oui;oui;non;non
R2156;Broderie Ubac;brodeur;Lille;non;moyen;actif;2026-05-29;3;847;72;"festivals ; brasseries et bars";oui;oui;non;non
R2157;Studio Sud Brest;agence;Brest;non;petit;actif;2026-05-26;6;310;31;"collectivités ; festivals";oui;oui;non;non
R2158;Sérigraphie du Lac Troyes;sérigraphe;Troyes;non;moyen;actif;2026-05-30;2;804;112;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R2159;Broderie Zénith;brodeur;Amiens;non;petit;actif;2026-05-27;5;287;44;"entreprises ; collectivités";non;non;non;non
R2160;Agence Grand Angle Amiens;agence;Amiens;non;petit;actif;2026-05-13;19;345;56;"festivals ; entreprises";oui;oui;non;non
R2161;Studio Sud Rouen;agence;Rouen;non;moyen;actif;2026-05-30;2;718;113;"festivals ; brasseries et bars";oui;oui;non;non
R2162;Atelier Mistral Saint-Étienne;sérigraphe;Saint-Étienne;oui;moyen;dormant;2025-12-21;162;504;62;"entreprises ; brasseries et bars";oui;oui;non;non
R2163;Sérigraphie Nacre Namur;sérigraphe;Namur;non;petit;actif;2026-05-30;2;238;37;"clubs sportifs ; associations";oui;oui;non;non
R2164;Les Fils d'Hélice Lille;brodeur;Lille;non;grand;dormant;2025-12-22;161;1460;77;"collectivités ; brasseries et bars";oui;oui;non;oui
R2165;Séri'Origami Strasbourg;sérigraphe;Strasbourg;non;grand;actif;2026-05-30;2;1051;191;"collectivités ; festivals";oui;oui;non;oui
R2166;Sérigraphie Calanque Nancy;sérigraphe;Nancy;non;moyen;actif;2026-05-29;3;519;71;"collectivités ; brasseries et bars";oui;oui;non;non
R2167;Imprim'Trait d'Union;sérigraphe;Rennes;non;moyen;actif;2026-05-31;1;831;112;"collectivités ; festivals";oui;oui;non;non
R2168;Maison Trait d'Union Toulouse;brodeur;Toulouse;non;moyen;actif;2026-05-30;2;739;62;"collectivités ; brasseries et bars";oui;oui;non;non
R2169;Print Granit Marseille;imprimeur;Marseille;oui;petit;dormant;2025-08-15;290;237;8;"collectivités ; associations";oui;non;non;non
R2170;Imprim'Tramontane Nancy;sérigraphe;Nancy;non;petit;actif;2026-05-29;3;270;39;"collectivités ; associations";oui;non;non;non
R2171;Atelier Zénith Béziers;brodeur;Béziers;non;petit;dormant;2025-09-26;248;168;8;"associations ; collectivités";oui;non;non;non
R2172;Marquage Zénith Namur;sérigraphe;Namur;non;grand;actif;2026-05-30;2;1615;178;"entreprises ; brasseries et bars";oui;oui;non;oui
R2173;Impression Perspective Pau;imprimeur;Pau;non;grand;dormant;2025-11-22;191;1068;56;"festivals ; associations";oui;oui;non;oui
R2174;Imprim'Horizon Rennes;sérigraphe;Rennes;non;petit;dormant;2026-01-03;149;272;19;"festivals ; collectivités";oui;oui;non;non
